Journal name,JCR Abbreviation,2025 JIF,2024 JIF,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,Total Articles,Total Citations,Category
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,AM J RESP CRIT CARE,21.7,19.4,21.2,Q1,20.7,7.3,145,71648,CRITICAL CARE MEDICINE|RESPIRATORY SYSTEM
Trends in Cancer,TRENDS CANCER,21.6,17.5,21.1,Q1,21.4,7.3,0,11685,ONCOLOGY
Green Energy and Intelligent Transportation,GREEN ENERGY INTELL,21.5,16.4,20.4,Q1,21.1,6,63,2693,TRANSPORTATION SCIENCE & TECHNOLOGY
Carbon Neutralization,CARBON NEUTRALIZAT,21.5,12,20.2,Q1,20.7,4.7,56,2824,"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY|MATERIALS SCIENCE, MULTIDISCIPLINARY"
Carbon Energy,CARBON ENERGY,21.4,24.2,21.3,Q1,20.5,4.4,149,11725,"CHEMISTRY, PHYSICAL|ENERGY & FUELS|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY"
TRENDS IN PLANT SCIENCE,TRENDS PLANT SCI,21.2,20.8,23.7,Q1,21,6.9,0,35314,PLANT SCIENCES
MATERIALS SCIENCE & ENGINEERING R-REPORTS,MAT SCI ENG R,21.1,26.8,28.6,Q1,20.5,5.9,11,13974,"MATERIALS SCIENCE, MULTIDISCIPLINARY|PHYSICS, APPLIED"
Lancet Psychiatry,LANCET PSYCHIAT,21.1,24.8,32.5,Q1,20.7,5.9,56,23610,PSYCHIATRY
ADVANCED DRUG DELIVERY REVIEWS,ADV DRUG DELIVER REV,21,17.6,21.5,Q1,20.7,2.9,0,54536,PHARMACOLOGY & PHARMACY
Cyborg and Bionic Systems,CYBORG BIONIC SYST,20.9,18.1,16.5,Q1,20.3,2.1,62,2883,"ENGINEERING, BIOMEDICAL|ROBOTICS"
CLINICAL MICROBIOLOGY REVIEWS,CLIN MICROBIOL REV,20.7,19.3,29.6,Q1,20.6,2.4,0,27202,MICROBIOLOGY
Science Bulletin,SCI BULL,20.7,21.1,19,Q1,20.1,7.7,225,27405,MULTIDISCIPLINARY SCIENCES
Nature Geoscience,NAT GEOSCI,20.6,16.1,21.7,Q1,20.4,3.4,161,47316,"GEOSCIENCES, MULTIDISCIPLINARY"
Nano Materials Science,NANO MATER SCI,20.5,17.9,15.1,Q1,20.2,9.4,61,4087,"MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY"
Lancet Healthy Longevity,LANCET HEALTH LONGEV,20.5,14.6,20.7,Q1,20.2,3.7,63,5878,GERIATRICS & GERONTOLOGY
Lancet Planetary Health,LANCET PLANET HEALTH,20.5,21.6,29.5,Q1,20.1,3.6,88,14537,"ENVIRONMENTAL SCIENCES|PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
EnergyChem,ENERGYCHEM,20.4,23.8,21.6,Q1,20,6,29,3027,"CHEMISTRY, MULTIDISCIPLINARY|ENERGY & FUELS|ENGINEERING, CHEMICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY"
Lancet Haematology,LANCET HAEMATOL,20.4,17.7,17.3,Q1,20,4.5,57,8860,HEMATOLOGY
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE T PATTERN ANAL,20.4,18.6,22.6,Q1,19.7,3.8,774,123304,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|ENGINEERING, ELECTRICAL & ELECTRONIC"
Nature Computational Science,NAT COMPUT SCI,20.3,18.3,21.9,Q1,19.8,2.9,82,6661,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|COMPUTER SCIENCE, THEORY & METHODS|MULTIDISCIPLINARY SCIENCES"
Annual Review of Physiology,ANNU REV PHYSIOL,20.3,19.1,24.1,Q1,20.2,5.9,0,12413,PHYSIOLOGY
PHARMACOLOGICAL REVIEWS,PHARMACOL REV,20.3,17.3,24.7,Q1,19.9,9.2,0,14680,PHARMACOLOGY & PHARMACY
SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,20.3,15.7,17.2,Q1,19.8,3.3,83,21930,ONCOLOGY
TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,20.3,17.2,22.6,Q1,19.9,5.2,0,40204,"BEHAVIORAL SCIENCES|NEUROSCIENCES|PSYCHOLOGY, EXPERIMENTAL"
NATURE NEUROSCIENCE,NAT NEUROSCI,20.3,20,24.9,Q1,19.9,3.8,219,79106,NEUROSCIENCES
ASTRONOMY AND ASTROPHYSICS REVIEW,ASTRON ASTROPHYS REV,20.1,26.5,29.7,Q1,20,5.1,0,3674,ASTRONOMY & ASTROPHYSICS
Radiology-Artificial Intelligence,RADIOL-ARTIF INTELL,20.1,13.2,16.1,Q1,19.7,2.3,63,4771,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
Bone Research,BONE RES,20.1,15,19.9,Q1,19.6,4.4,74,8555,CELL & TISSUE ENGINEERING
HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,20.1,16.1,20,Q1,20,1.8,0,14734,OBSTETRICS & GYNECOLOGY|REPRODUCTIVE BIOLOGY
TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS ENDOCRIN MET,20.1,12.6,17.8,Q1,20,7.6,0,15416,ENDOCRINOLOGY & METABOLISM
Journal of Bioresources and Bioproducts,J BIORESOUR BIOPROD,19.9,13,N/A,N/A,19.7,3.8,35,2701,"MATERIALS SCIENCE, PAPER & WOOD"
Mycosphere,MYCOSPHERE,19.9,15.1,19.3,Q1,16.3,2.2,39,3955,MYCOLOGY
PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,19.9,19.8,31.8,Q1,19.3,4,31,67853,"PSYCHOLOGY|PSYCHOLOGY, MULTIDISCIPLINARY"
ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,19.9,19,19.8,Q1,18.5,4.3,5748,413943,"CHEMISTRY, MULTIDISCIPLINARY|CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY|PHYSICS, APPLIED|PHYSICS, CONDENSED MATTER"
Applied Catalysis B-Environment and Energy,APPL CATAL B-ENVIRON,19.7,21.1,19,Q1,18.7,4.3,1160,183973,"CHEMISTRY, PHYSICAL|ENGINEERING, CHEMICAL|ENGINEERING, ENVIRONMENTAL"
InfoMat,INFOMAT,19.6,22.3,19.3,Q1,19.3,4.1,93,9591,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
Molecular Neurodegeneration,MOL NEURODEGENER,19.6,17.5,21.1,Q1,19,4.7,69,14388,NEUROSCIENCES
Advanced Photonics,ADV PHOTONICS,19.5,18.8,18.3,Q1,19.2,3.3,66,4650,OPTICS
Energy Storage Materials,ENERGY STORAGE MATER,19.3,20.2,19.6,Q1,18.2,4.8,796,75374,"CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY"
Journal of Nanostructure in Chemistry,J NANOSTRUCTURE CHEM,19.2,7.9,7.3,Q1,18.2,2.3,26,2841,"CHEMISTRY, MULTIDISCIPLINARY|MATERIALS SCIENCE, MULTIDISCIPLINARY"
Journal of Nanostructure in Chemistry,J NANOSTRUCTURE CHEM,19.2,7.9,7.3,Q2,18.2,2.3,26,2841,NANOSCIENCE & NANOTECHNOLOGY
SusMat,SUSMAT,19.2,21.3,19,Q1,19,5.3,39,4183,"CHEMISTRY, MULTIDISCIPLINARY|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY|MATERIALS SCIENCE, MULTIDISCIPLINARY"
Applied Mechanics Reviews,APPL MECH REV,19.1,16.1,18.6,Q1,19,7,0,6132,MECHANICS
Translational Neurodegeneration,TRANSL NEURODEGENER,19.1,15.2,19.7,Q1,18.8,3.4,29,6340,NEUROSCIENCES
Chem,CHEM-US,19.1,19.6,21.6,Q1,18.9,6.1,171,31913,"CHEMISTRY, MULTIDISCIPLINARY"
Annual Review of Pharmacology and Toxicology,ANNU REV PHARMACOL,19,13.1,15.7,Q1,18.9,7.1,0,9259,PHARMACOLOGY & PHARMACY|TOXICOLOGY
JACC-Cardiovascular Imaging,JACC-CARDIOVASC IMAG,19,15.2,15.3,Q1,17.3,7.2,66,19131,"CARDIAC & CARDIOVASCULAR SYSTEMS|RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
Annual Review of Medicine,ANNU REV MED,18.8,22.1,19.7,Q1,18.8,5.5,0,8605,"MEDICINE, RESEARCH & EXPERIMENTAL"
ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,18.8,13.9,19.1,Q1,18.4,4.7,402,31582,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
eTransportation,ETRANSPORTATION,18.7,17,17.8,Q1,17.2,3.6,131,6574,"ENERGY & FUELS|ENGINEERING, ELECTRICAL & ELECTRONIC|TRANSPORTATION SCIENCE & TECHNOLOGY"
TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,18.7,14.9,18.3,Q1,18.6,6.3,0,21555,BIOCHEMISTRY & MOLECULAR BIOLOGY|MICROBIOLOGY
Nature Microbiology,NAT MICROBIOL,18.7,19.4,20.8,Q1,18.4,5.1,220,32131,MICROBIOLOGY
Annual Review of Clinical Psychology,ANNU REV CLIN PSYCHO,18.6,16.5,26.3,Q1,18.5,6.4,0,12319,"PSYCHOLOGY|PSYCHOLOGY, CLINICAL"
Autophagy,AUTOPHAGY,18.6,14.3,18.8,Q1,18.2,1.9,195,34458,CELL BIOLOGY
Advanced Industrial and Engineering Polymer Research,ADV IND ENG POLY RES,18.4,12,N/A,N/A,18.1,3.7,30,2943,"MATERIALS SCIENCE, COMPOSITES|MATERIALS SCIENCE, MULTIDISCIPLINARY|POLYMER SCIENCE"
Nature Protocols,NAT PROTOC,18.4,16,20.5,Q1,18.3,2.7,26,62362,BIOCHEMICAL RESEARCH METHODS
Advances in Applied Energy,ADV APPL ENERGY,18.3,13.8,17,Q1,17.4,2.8,48,3264,ENERGY & FUELS
STUDIES IN MYCOLOGY,STUD MYCOL,18.3,17.1,20.7,Q1,17.8,1.5,11,5882,MYCOLOGY
IEEE-CAA Journal of Automatica Sinica,IEEE-CAA J AUTOMATIC,18.3,19.2,15.5,Q1,17,3.9,161,14101,AUTOMATION & CONTROL SYSTEMS
Protein & Cell,PROTEIN CELL,18.2,12.8,22.9,Q1,18.1,2.4,30,9917,CELL BIOLOGY
PROGRESS IN LIPID RESEARCH,PROG LIPID RES,18.1,14.9,20.3,Q1,18,2.8,0,8950,BIOCHEMISTRY & MOLECULAR BIOLOGY|NUTRITION & DIETETICS
TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,18.1,13.8,16.8,Q1,18,5.5,1,15407,"BIOCHEMISTRY & MOLECULAR BIOLOGY|CELL BIOLOGY|MEDICINE, RESEARCH & EXPERIMENTAL"
National Science Review,NATL SCI REV,18.1,17.1,18.2,Q1,17.8,5.2,336,25850,MULTIDISCIPLINARY SCIENCES
Nature Communications,NAT COMMUN,18.1,15.7,18.9,Q1,17.5,3.8,12045,1166083,MULTIDISCIPLINARY SCIENCES
PhotoniX,PHOTONIX,18,19.1,18.1,Q1,17.3,2.6,59,2839,OPTICS
Academy of Management Annals,ACAD MANAG ANN,18,16.5,29.9,Q1,17.5,5.4,20,12173,BUSINESS|MANAGEMENT
npj Digital Medicine,NPJ DIGIT MED,18,15.1,19.7,Q1,16.9,2.9,713,25262,HEALTH CARE SCIENCES & SERVICES|MEDICAL INFORMATICS
JAMA Psychiatry,JAMA PSYCHIAT,18,17.1,23.2,Q1,17.7,4.3,113,28366,PSYCHIATRY
Nature Physics,NAT PHYS,18,18.4,21.5,Q1,17.7,6,223,61359,"PHYSICS, MULTIDISCIPLINARY"
CIRCULATION RESEARCH,CIRC RES,18,16.2,23,Q1,17.5,4.2,123,68904,CARDIAC & CARDIOVASCULAR SYSTEMS|HEMATOLOGY|PERIPHERAL VASCULAR DISEASE
HEPATOLOGY,HEPATOLOGY,18,15.8,16,Q1,17.4,3.5,162,74432,GASTROENTEROLOGY & HEPATOLOGY
ACCOUNTS OF CHEMICAL RESEARCH,ACCOUNTS CHEM RES,18,17.7,20.5,Q1,17.9,5.9,13,92046,"CHEMISTRY, MULTIDISCIPLINARY"
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,RENEW SUST ENERG REV,18,16.3,19.2,Q1,17.2,3.7,807,208082,ENERGY & FUELS|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY
Smart Learning Environments,SMART LEARN ENVIRON,17.9,12.1,14.5,Q1,17.5,2.3,57,3933,EDUCATION & EDUCATIONAL RESEARCH
TRENDS IN ECOLOGY & EVOLUTION,TRENDS ECOL EVOL,17.9,17.3,20.2,Q1,17.5,5,38,43414,ECOLOGY|EVOLUTIONARY BIOLOGY|GENETICS & HEREDITY
PERIODONTOLOGY 2000,PERIODONTOL 2000,17.8,15.7,22.7,Q1,16.8,2.9,0,13597,"DENTISTRY, ORAL SURGERY & MEDICINE"
Psychological Science in the Public Interest,PSYCHOL SCI PUBL INT,17.6,17.6,43.7,Q1,17.6,5,1,3613,"PSYCHOLOGY, MULTIDISCIPLINARY"
AMERICAN JOURNAL OF BIOETHICS,AM J BIOETHICS,17.6,20.8,13.8,Q1,11.8,13.4,29,4445,"ETHICS|MEDICAL ETHICS|SOCIAL ISSUES|SOCIAL SCIENCES, BIOMEDICAL"
International Journal of Oral Science,INT J ORAL SCI,17.6,12.2,17,Q1,17.3,3.6,44,6433,"DENTISTRY, ORAL SURGERY & MEDICINE"
RADIOLOGY,RADIOLOGY,17.6,15.2,15.5,Q1,16.8,3.5,220,61752,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,17.6,16.9,16.7,Q1,16,4.7,5199,584988,"CHEMISTRY, MULTIDISCIPLINARY"
Experimental Hematology & Oncology,EXP HEMATOL ONCOL,17.5,13.5,14.9,Q1,16.5,6.3,58,5424,HEMATOLOGY|ONCOLOGY
Computer Science Review,COMPUT SCI REV,17.5,12.7,17.3,Q1,17.2,1.7,42,6498,"COMPUTER SCIENCE, INFORMATION SYSTEMS|COMPUTER SCIENCE, SOFTWARE ENGINEERING|COMPUTER SCIENCE, THEORY & METHODS"
Journal of the National Comprehensive Cancer Network,J NATL COMPR CANC NE,17.5,16.4,14.6,Q1,17.5,2.6,120,16909,ONCOLOGY
Nature Human Behaviour,NAT HUM BEHAV,17.5,15.9,20.5,Q1,17.2,4,159,21937,"MULTIDISCIPLINARY SCIENCES|NEUROSCIENCES|PSYCHOLOGY, EXPERIMENTAL"
EXPERIMENTAL AND MOLECULAR MEDICINE,EXP MOL MED,17.5,12.9,17.8,Q1,17.4,2.4,150,25742,"BIOCHEMISTRY & MOLECULAR BIOLOGY|MEDICINE, RESEARCH & EXPERIMENTAL"
ACS Energy Letters,ACS ENERGY LETT,17.5,18.2,19.4,Q1,16.8,3.4,605,73417,"CHEMISTRY, PHYSICAL|ELECTROCHEMISTRY|ENERGY & FUELS|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY"
Energy Material Advances,ENERGY MATER ADV,17.4,15.9,14.4,Q1,16.9,4.8,25,2281,"PHYSICS, APPLIED"
Information Fusion,INFORM FUSION,17.4,15.5,19.9,Q1,15.7,2.3,990,40171,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|COMPUTER SCIENCE, THEORY & METHODS"
TRENDS IN FOOD SCIENCE & TECHNOLOGY,TRENDS FOOD SCI TECH,17.4,15.4,20.2,Q1,16.5,2.8,479,66930,FOOD SCIENCE & TECHNOLOGY
ACS Nano,ACS NANO,17.3,16,17,Q1,16.7,4,2893,291591,"CHEMISTRY, MULTIDISCIPLINARY|CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY"
BMEMat,BMEMAT,17.2,15.5,17.2,Q1,16.5,2.6,26,1593,"MATERIALS SCIENCE, BIOMATERIALS|NANOSCIENCE & NANOTECHNOLOGY"
Annual Review of Public Health,ANNU REV PUBL HEALTH,17.2,20.7,30.3,Q1,17.1,5.6,0,13577,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
Chinese Journal of Catalysis,CHINESE J CATAL,17.2,17.7,13.8,Q1,16.1,4.5,247,22931,"CHEMISTRY, APPLIED|CHEMISTRY, PHYSICAL|ENGINEERING, CHEMICAL"
ANNALS OF INTERNAL MEDICINE,ANN INTERN MED,17.2,15.2,17.4,Q1,16.6,4.8,106,69750,"MEDICINE, GENERAL & INTERNAL"
JAMA Pediatrics,JAMA PEDIATR,17.1,18,19.8,Q1,16.8,5.3,102,21513,PEDIATRICS
Journal of Advanced Research,J ADV RES,17.1,13,14.8,Q1,16.9,7.3,486,21564,MULTIDISCIPLINARY SCIENCES
Nature Ecology & Evolution,NAT ECOL EVOL,17.1,14.5,18.5,Q1,16.7,3,156,27566,ECOLOGY|EVOLUTIONARY BIOLOGY
Current Obesity Reports,CURR OBES REP,17,11,14.9,Q1,16.6,3.8,0,5700,ENDOCRINOLOGY & METABOLISM|NUTRITION & DIETETICS
INTERNATIONAL MATERIALS REVIEWS,INT MATER REV,17,15.5,21.4,Q1,17,3.2,0,9423,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
Cell Discovery,CELL DISCOV,16.9,12.5,16.3,Q1,16.8,3.3,72,8357,CELL BIOLOGY
Annual Review of Entomology,ANNU REV ENTOMOL,16.9,16.7,24.1,Q1,16.9,8.8,0,16834,ENTOMOLOGY
FEMS MICROBIOLOGY REVIEWS,FEMS MICROBIOL REV,16.9,12.3,16.4,Q1,16.8,3.1,0,19031,MICROBIOLOGY
Neuron,NEURON,16.9,15,18.2,Q1,16.5,5.2,186,108660,NEUROSCIENCES
Smart Molecules,SMART MOL,16.8,NA,16.8,Q1,16.1,4.8,35,1350,"CHEMISTRY, MULTIDISCIPLINARY"
IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,16.8,17.2,17.7,Q1,16.3,3.7,278,32068,"ENGINEERING, ELECTRICAL & ELECTRONIC|TELECOMMUNICATIONS"
Physical Review X,PHYS REV X,16.8,15.7,16.3,Q1,16.4,4.1,309,40187,"PHYSICS, MULTIDISCIPLINARY"
Journal of Materials Science & Technology,J MATER SCI TECHNOL,16.8,14.3,13.8,Q1,15.7,5.6,1051,77520,"MATERIALS SCIENCE, MULTIDISCIPLINARY|METALLURGY & METALLURGICAL ENGINEERING"
Green Energy & Environment,GREEN ENERGY ENVIRON,16.7,14.6,12.7,Q1,15.6,6.5,116,8773,"CHEMISTRY, PHYSICAL|ENERGY & FUELS|ENGINEERING, CHEMICAL|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
METABOLISM-CLINICAL AND EXPERIMENTAL,METABOLISM,16.7,11.9,13.5,Q1,16,2.1,131,23897,ENDOCRINOLOGY & METABOLISM
Nano Energy,NANO ENERGY,16.7,17.1,16,Q1,16,4.7,811,135022,"CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY|PHYSICS, APPLIED"
TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,16.6,14.9,17.2,Q1,16.3,5.6,102,21544,BIOTECHNOLOGY & APPLIED MICROBIOLOGY
Journal of the American Chemical Society,J AM CHEM SOC,16.6,15.6,16.1,Q1,15.4,3.9,4620,628967,"CHEMISTRY, MULTIDISCIPLINARY"
Energy Reviews,ENERGY REV-PRC,16.5,NA,16.4,Q1,16.2,3.1,11,1233,"ENERGY & FUELS|MATERIALS SCIENCE, MULTIDISCIPLINARY"
Biomedical Technology,BIOMED TECHNOL-PRC,16.4,NA,16.4,Q1,16.2,1.4,15,1023,"ENGINEERING, BIOMEDICAL|MATERIALS SCIENCE, BIOMATERIALS"
Science Immunology,SCI IMMUNOL,16.4,16.3,17.5,Q1,16.1,3.6,115,16066,IMMUNOLOGY
Annual Review of Environment and Resources,ANNU REV ENV RESOUR,16.3,16,25.7,Q1,16.2,1.3,0,10013,ENVIRONMENTAL SCIENCES|ENVIRONMENTAL STUDIES
Materials Reports: Energy,MATER REP-ENERGY,16.2,13.8,14.4,Q1,16.1,3.6,27,1829,"CHEMISTRY, MULTIDISCIPLINARY|ENERGY & FUELS|MATERIALS SCIENCE, MULTIDISCIPLINARY"
PROGRESS IN RETINAL AND EYE RESEARCH,PROG RETIN EYE RES,16.2,14.7,20.9,Q1,15.6,2.7,0,14334,OPHTHALMOLOGY
MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT,MMWR-MORBID MORTAL W,16.2,17.3,12.1,Q1,16.1,4.9,115,27765,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
Clinical Gastroenterology and Hepatology,CLIN GASTROENTEROL H,16.2,12,13.6,Q1,15.8,5.9,161,34511,GASTROENTEROLOGY & HEPATOLOGY
Redox Biology,REDOX BIOL,16.2,11.9,15.9,Q1,15.9,2.3,460,46483,BIOCHEMISTRY & MOLECULAR BIOLOGY
Artificial Intelligence in Agriculture,ARTIF INTELL AGR,16.1,12.4,15.8,Q1,15.7,3.2,65,2650,"AGRICULTURE, MULTIDISCIPLINARY|COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
IEEE Reviews in Biomedical Engineering,IEEE REV BIOMED ENG,16,12,16.7,Q1,16,7.1,32,3840,"ENGINEERING, BIOMEDICAL"
Molecular Cell,MOL CELL,16,16.6,17.6,Q1,15.5,3.9,257,88599,BIOCHEMISTRY & MOLECULAR BIOLOGY|CELL BIOLOGY
Biogeotechnics,BIOGEOTECHNICS,15.9,NA,16,Q1,15.1,4.7,29,1085,"ENGINEERING, GEOLOGICAL"
Soft Science,SOFT SCI-US,15.9,9,13.2,Q1,15.2,5.1,38,1913,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROG PART NUCL PHYS,15.9,17.9,15.2,Q1,15.6,3.3,1,7033,"PHYSICS, NUCLEAR|PHYSICS, PARTICLES & FIELDS"
International Journal of Mining Science and Technology,INT J MIN SCI TECHNO,15.9,13.7,12.7,Q1,14.7,4.2,126,11481,MINING & MINERAL PROCESSING
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,15.9,12,16,Q1,14,5.4,198,29066,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|COMPUTER SCIENCE, THEORY & METHODS"
AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,15.9,14.7,20,Q1,15.6,8.8,50,40251,PSYCHIATRY
Journal of Magnesium and Alloys,J MAGNES ALLOY,15.8,13.8,15.6,Q1,13,6.2,332,22066,"MATERIALS SCIENCE, MULTIDISCIPLINARY|METALLURGY & METALLURGICAL ENGINEERING"
Nature Chemical Biology,NAT CHEM BIOL,15.8,13.7,16.2,Q1,15.5,4.2,163,35656,BIOCHEMISTRY & MOLECULAR BIOLOGY
Industrial Chemistry & Materials,IND CHEM MATER,15.7,11.9,15.7,Q1,15.1,2.3,52,1668,"ENGINEERING, CHEMICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY"
Lancet Regional Health-Europe,LANCET REG HEALTH-EU,15.7,13,13.6,Q1,15.5,3,196,9075,"HEALTH CARE SCIENCES & SERVICES|PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
Matter,MATTER-US,15.7,17.5,19.2,Q1,15.4,6,213,22891,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
TRENDS IN NEUROSCIENCES,TRENDS NEUROSCI,15.7,15.1,18.3,Q1,15.6,2.3,2,24033,NEUROSCIENCES
Annual Review of Earth and Planetary Sciences,ANNU REV EARTH PL SC,15.6,13,19.8,Q1,15.6,2.8,0,12754,"ASTRONOMY & ASTROPHYSICS|GEOSCIENCES, MULTIDISCIPLINARY"
JAMA Surgery,JAMA SURG,15.6,14.9,18.1,Q1,15.2,4.4,108,21579,SURGERY
Cardiovascular Diabetology,CARDIOVASC DIABETOL,15.6,10.6,13.6,Q1,13.4,4.2,426,28480,CARDIAC & CARDIOVASCULAR SYSTEMS|ENDOCRINOLOGY & METABOLISM
COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,COMPR REV FOOD SCI F,15.6,14.1,19.4,Q1,15.2,3.9,0,29313,FOOD SCIENCE & TECHNOLOGY
Journal of Energy Chemistry,J ENERGY CHEM,15.6,14.9,13.4,Q1,14.1,4.1,808,54533,"CHEMISTRY, APPLIED|CHEMISTRY, PHYSICAL|ENERGY & FUELS|ENGINEERING, CHEMICAL"
Science Translational Medicine,SCI TRANSL MED,15.6,14.6,16.8,Q1,15.5,3,310,58152,"CELL BIOLOGY|MEDICINE, RESEARCH & EXPERIMENTAL"
JACC: CardioOncology,JACC-CARDIOONCOL,15.5,12.8,15.8,Q1,14.2,4.3,40,4039,CARDIAC & CARDIOVASCULAR SYSTEMS|ONCOLOGY
One Earth,ONE EARTH,15.5,15.3,20.3,Q1,15.3,3.2,87,11311,ENVIRONMENTAL SCIENCES|ENVIRONMENTAL STUDIES|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY
Advanced Composites and Hybrid Materials,ADV COMPOS HYBRID MA,15.5,21.8,14.3,Q1,14.8,5.1,368,17028,"MATERIALS SCIENCE, COMPOSITES|NANOSCIENCE & NANOTECHNOLOGY"
AGEING RESEARCH REVIEWS,AGEING RES REV,15.5,12.4,17.5,Q1,15.2,3.3,42,32111,CELL BIOLOGY|GERIATRICS & GERONTOLOGY
BRITISH JOURNAL OF SPORTS MEDICINE,BRIT J SPORT MED,15.5,16.2,18.9,Q1,14.5,3,113,40333,SPORT SCIENCES
Annual Review of Food Science and Technology,ANNU REV FOOD SCI T,15.4,12.4,16.7,Q1,15.4,5.7,0,4971,FOOD SCIENCE & TECHNOLOGY
npj Flexible Electronics,NPJ FLEX ELECTRON,15.4,15.5,17,Q1,14.9,3.3,120,6383,"ENGINEERING, ELECTRICAL & ELECTRONIC|MATERIALS SCIENCE, MULTIDISCIPLINARY"
REPORTS ON PROGRESS IN PHYSICS,REP PROG PHYS,15.4,20.7,18.8,Q1,15.2,4.2,56,25466,"PHYSICS, MULTIDISCIPLINARY"
INTERNATIONAL JOURNAL OF PLASTICITY,INT J PLASTICITY,15.4,12.8,13.9,Q1,12.2,4.4,269,30089,"ENGINEERING, MECHANICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY|MECHANICS"
International Journal of Network Dynamics and Intelligence,INT J NETW DYN INTEL,15.3,NA,14.8,Q1,14.6,1.3,28,927,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
Nature Cities,NAT CITIES,15.3,NA,15.3,Q1,14.6,3.1,85,1605,ENVIRONMENTAL SCIENCES|REGIONAL & URBAN PLANNING|URBAN STUDIES
Gut Microbes,GUT MICROBES,15.3,11,16.7,Q1,14.9,3.8,312,29335,GASTROENTEROLOGY & HEPATOLOGY|MICROBIOLOGY
IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE T IMAGE PROCESS,15.3,13.7,14.9,Q1,14.2,1.9,618,95219,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|ENGINEERING, ELECTRICAL & ELECTRONIC"
